Headline,Datetime
איראן: שוחרר אזרח אוסטרי שנכלא במערב המדינה,2024-09-17T05:20:56
"ההתרעה במנרה: רקטה התפוצצה בשטח פתוח, אין נפגעים",2024-09-17T05:05:29
הולכת רגל נפצעה קשה מפגיעת אוטובוס בתל אביב,2024-09-17T05:05:15
"אבו מאזן המריא לספרד, לאחר שהכירה במדינה פלסטינית",2024-09-17T04:57:42
התאונה הקטלנית ליד טייבה: נעצרה הנהגת שגרמה למותו של רוכב האופנוע,2024-09-17T04:51:46
"כספומט נגנב מבניין עיריית רהט, המשטרה פתחה בחקירה",2024-09-17T04:34:10
אזעקה באצבע הגליל,2024-09-17T04:29:24
"דיווח: ארה""ב ויפן פועלות להגביל את תעשיית השבבים של סין",2024-09-17T04:26:37
רוסיה: מסוק ועליו 3 נוסעים נעלם במזרח המדינה,2024-09-17T04:24:11
פיקוד העורף יערוך הבוקר בדיקות צופרים בכפר עזה ובנירית שבשרון,2024-09-17T04:07:39
"ארה""ב: אזרח רוסי נעצר בחשד שהעביר למוסקבה טכנולוגיות לייצור כטב""מים",2024-09-17T03:43:45
לוחם מילואים מחטיבת גבעתי נפצע קשה בקרב בדרום הרצועה,2024-09-17T02:58:03
התחזית: גשם מקומי קל בצפון ובמישור החוף,2024-09-17T02:19:59
"ארה""ב: הראפר שון ""דידי"" קומבס נעצר במנהטן בעקבות הגשת כתב אישום נגדו",2024-09-17T02:04:11
"ארה""ב: החשוד בניסיון ההתנקשות בטראמפ המתין מחוץ למועדון הגולף 12 שעות",2024-09-17T01:15:02
"טראמפ: ""אולי אני שורד כי אלוהים רוצה שאהיה נשיא ואציל את המדינה""",2024-09-17T00:42:05
הקבינט עדכן את מטרות המלחמה: החזרת תושבי הצפון לבתיהם הוגדרה כיעד נוסף,2024-09-16T23:39:51
נקבע מותו של רוכב האופנוע שנפגע מרכב סמוך לטייבה,2024-09-16T23:29:53
נהגת שניסתה להימלט מהמשטרה פגעה ברוכב אופנוע בטייבה - ופצעה אותו אנושות,2024-09-16T23:00:00
"הבית הלבן: ביידן התקשר לטראמפ, השניים ניהלו שיחה ידידותית",2024-09-16T22:29:31
"צה""ל: האזעקה בעוטף - שווא",2024-09-16T21:41:12
"בלינקן יטוס מחר למצרים: ""ידון בניסיונות לקדם עסקה""",2024-09-16T21:36:20
צבע אדום בעוטף עזה,2024-09-16T21:29:32
"מזכ""ל האו""ם: ""אני מגנה את מתקפת חמאס, אך כלום לא מצדיק את סבל הפלסטינים""",2024-09-16T21:23:20
"ה-FBI: למתנקש שניסה לרצוח את טראמפ לא היה ""קו ירייה"" לנשיא ארה""ב לשעבר",2024-09-16T20:46:12
חמאס: 35 פלסטינים נהרגו בתקיפות ישראליות מהבוקר,2024-09-16T20:02:11
החלה ישיבת הקבינט המדיני-ביטחוני בבור בקריה,2024-09-16T19:55:14
אזעקות נוספות בגליל המערבי,2024-09-16T19:50:03
אזעקות בגליל המערבי,2024-09-16T19:44:37
"אוהד הפועל ת""א לקה בליבו, המשחק הופסק ל-20 דקות",2024-09-16T19:37:44
גורמים בממשל האמריקני: המהלך לפיטוריו האפשריים של גלנט - מטורף,2024-09-16T19:06:44
הממשלה תעביר למולדובה 700 אלף שקל על סיוע לחסידי ברסלב שטסים דרכה לאומן,2024-09-16T19:04:02
"48 מחסניות, חרמוניות וערכת פריצה קרה נגנבו מבסיס בדרום. צה""ל: נפתחה חקירה",2024-09-16T18:52:39
"החות'ים: קיבלנו ""פיתויים"" מהאמריקנים כדי שנעצור את התקפותינו. ארה""ב: זה שקר",2024-09-16T18:43:41
"הסרט ""קרוב אליי"" זכה בפרס אופיר לסרט הטוב - וייצג את ישראל באוסקר",2024-09-16T18:22:41
"צה""ל תקף יעדי חיזבאללה בדרום לבנון",2024-09-16T18:03:43
"ארה""ב על דברי גלנט: פתרון דיפלומטי הוא הדרך היחידה להביא לרגיעה בצפון ישראל",2024-09-16T17:52:45
"רקטה התפוצצה בחצר בית במטולה וגרמה לנזק כבד, שריפה בשמורת נחל עיון",2024-09-16T17:43:47
ישיבת הקבינט המדיני-ביטחוני נדחתה לשעה 22:00,2024-09-16T17:32:11
"אוסטין לגלנט: על ישראל לתת למו""מ זמן להצליח, להסלמה יהיו השלכות הרסניות",2024-09-16T17:30:29
"הקולנוען יהב וינר, שנרצח בכפר עזה, זכה בפרס אופיר; אלמנתו: ""זה מגיע לו""",2024-09-16T17:24:22
אזעקה במטולה,2024-09-16T17:14:18
"המפגינים צועדים לכיוון הקריה בתל אביב: ""לא מפקירים חטופים תמורת שריונים""",2024-09-16T17:07:43
החות'ים פרסמו תיעוד משיגור הטיל לישראל,2024-09-16T16:53:28
"דודתם של החטופים גלי וזיו ברמן, בהפגנה ליד ביתו של סער: ""גאולה, איפה הלב שלך?""",2024-09-16T16:51:01
"אחיו של החטוף איציק אלגרט בהפגנה ליד ביתו של סער: ""הוא יהיה מר הפקרה 2""",2024-09-16T16:46:34
"בת דודתה של כרמל גת שנרצחה בשבי: ""ויתור על עסקה זה מה שהחזיר אותה בארון""",2024-09-16T16:43:23
אחיו של החטוף טל שהם למשפחתו של סער: אל תיתנו לו להיות שר הפקרת החטופים,2024-09-16T16:39:32
"הירי לגליל העליון: כ-10 רקטות נורו לרמות נפתלי, חלקן התפוצצו בשטחים פתוחים",2024-09-16T16:33:19
"כאלף מפגינים ליד ביתו של סער בת""א, נחסם הצומת שבין דרך נמיר לרחוב פנקס",2024-09-16T16:29:03
"נתניהו לשליח ביידן: מכבדים את תמיכתכם, אבל נעשה מה שצריך להחזרת תושבי הצפון לבתיהם",2024-09-16T16:07:55
"קונסול ישראל בניו יורק: ""נביס את חמאס כמו שארה""ב הביסה את אל-קאעידה""",2024-09-16T16:02:02
אזעקה בגליל העליון,2024-09-16T15:56:00
"שריפה פרצה במלון אמריקנה באילת. האורחים פונו, סריקות אחר לכודים",2024-09-16T15:52:51
עשרות מפגינים מול ביתו של סער בתל אביב,2024-09-16T15:46:09
"לפיד: ""חיזבאללה מחריב חבל ארץ שפרח, קרובים לסכנה של מלחמה קשה""",2024-09-16T15:28:11
"שר החוץ האיראני: ""תימן הפכה לאחד הגורמים החשובים בציר ההתנגדות""",2024-09-16T15:17:39
שליח ביידן להנהגה בישראל: עימות רחב בלבנון לא יחזיר את תושבי הצפון לבתיהם,2024-09-16T15:08:15
"משפחות חטופים על המו""מ עם סער: פגיעה בערך היסוד שלא משאירים אף אחד מאחור",2024-09-16T15:02:50
"ארה""ב הטילה סנקציות נגד חמישה בכירים בתאגיד הסייבר הישראלי ""אינטלקסה""",2024-09-16T14:50:55
נשיא איראן: טהרן לא העבירה נשק לרוסיה מאז כניסתי לתפקיד,2024-09-16T14:45:31
"הירי לגליל העליון: כ-10 רקטות התפוצצו בשטחים פתוחים, אין נפגעים",2024-09-16T14:38:05
"נתניהו בהתייחסות ראשונה למו""מ עם סער: הרחבת הקואליציה תסייע להגיע לעסקה",2024-09-16T14:29:59
"דיווח: סינוואר שיגר מסר למנהיג החות'ים - ""הכנו את עצמנו להילחם בקרב ארוך""",2024-09-16T14:21:04
"3 רקטות התפוצצו בשטחים פתוחים במתת, אין נפגעים",2024-09-16T14:17:25
אזעקות בקריית שמונה והסביבה,2024-09-16T14:14:09
לפיד הגיע לפגישות בבית הלבן,2024-09-16T14:12:52
בכיר בחות'ים: מוכנים לשלוח מאות אלפי לוחמים לחיזבאללה,2024-09-16T14:10:32
האזעקה במג'דל שמס - זיהוי שווא,2024-09-16T14:02:51
גבר נהרג מנפילה מקומה שלישית בקריית מלאכי,2024-09-16T13:59:53
שריפה בבניאס אחרי הירי לעבר קיבוץ שניר,2024-09-16T13:56:07
איראן: לעולם לא נוותר על תוכנית הטילים שלנו,2024-09-16T13:54:17
חיזבאללה הודיע על הרוג משורותיו,2024-09-16T13:44:17
"צה""ל תקף מחסני אמל""ח בדרום לבנון",2024-09-16T13:43:29
"פועל נפצע באורח קשה מפגיעת חפץ כבד באתר בנייה בפ""ת",2024-09-16T13:42:40
רוכב אופנוע נהרג מפגיעת משאית באזור יודפת שבגליל,2024-09-16T13:38:01
אזעקה בגליל המערבי,2024-09-16T13:32:38
אזעקה במג'דל שמס,2024-09-16T13:29:19
תושבי קריית שמונה התבקשו לשהות בסמוך למרחבים מוגנים,2024-09-16T13:27:14
גלנט בדיון סגור: יש רק אפשרות אחת בצפון - להפעיל את כל הכוח הצבאי שלנו,2024-09-16T13:24:55
"משפחות חטופים: בוטלה ההפגנה מול בית דרעי. הערב: מחאה מול ביתו של סער בת""א",2024-09-16T13:19:06
איטליה ובריטניה: אי אפשר להמשיך לדחות הסכם בעזה המבוסס על הצעת המתווכות,2024-09-16T13:13:42
הנהגת ההורים ותלמידי התיכונים: מחר - שביתות ב-4 ערים במרכז,2024-09-16T13:07:14
דיווח בלבנון על תקיפה בדרום המדינה,2024-09-16T12:53:06
ליברמן על המגעים לצירוף סער לממשלה: מהלך פוליטי למען העברת חוק ההשתמטות,2024-09-16T12:49:08
הירי לגליל העליון: שריפה פרצה בשטח פתוח באזור קיבוץ הגושרים,2024-09-16T12:42:24
"ההגרלה הבאה של תוכנית הדיור המוזל ""דירה בהנחה"" תיפתח ב-30 בספטמבר",2024-09-16T12:32:16
"נשיא איראן הכחיש אספקת טילים מתקדמים לחות'ים: ""הם מייצרים עצמאית""",2024-09-16T12:27:25
"לשכת סער: ""לא התנהל בינו לבין החרדים מו""מ על חוק הגיוס""",2024-09-16T12:22:17
"סקאזי: ""אני די ג'יי קרבי - ניגנתי בבסיסים בעוטף לפני שחיילים נכנסו לעזה""",2024-09-16T12:14:40
"נשיא איראן: ""אם נפתור את בעיותינו עם העולם - נחייה בשגשוג""",2024-09-16T12:07:35
"מנהל האגף לבריאות הנפש הזהיר: ""קנאביס עלול להזיק למטופלי פוסט-טראומה""",2024-09-16T12:04:06
"צה""ל: נפילות בשטחים פתוחים בגליל העליון, מטוסי קרב תקפו בדרום לבנון",2024-09-16T11:46:51
"שר החוץ של מצרים: ""ישראל צריכה לסגת לחלוטין מציר פילדלפי ומרפיח""",2024-09-16T11:40:38
"סמוטריץ' לאמא של חטוף: ""לא היה מצב שיכולנו להחזיר את בנך - ומישהו עצר""",2024-09-16T11:28:54
"בכיר איראני: ""ישראל משקרת לגבי פעילות האטום שלנו כדי לכסות על פשעיה""",2024-09-16T11:24:49
בצל הדרמה הפוליטית: כינוס הקבינט נדחה בחמש שעות,2024-09-16T11:23:18
"שר בכיר בממשלה: ""נתניהו עושה דיל עם סער - פטור מגיוס תמורת תיק הביטחון""",2024-09-16T11:22:19
אזעקות בעמק החולה,2024-09-16T11:20:09
דיווח: פעיל חיזבאללה נהרג ו-3 נפצעו בתקיפה בדרום לבנון,2024-09-16T11:16:17
"בן 8 נפצע באורח קשה מפגיעת אופנוע בהרצליה, מצבו של הרוכב בינוני",2024-09-16T11:15:02
"מנכ""ל מדא על 7/10: ""כשירו על אמבולנסים - הבנתי שכללי המשחק פה שונים""",2024-09-16T11:08:06
"שר בכיר בממשלה: ""לא יהיה מנוס ממלחמה בלבנון""",2024-09-16T11:03:47
"המגעים לצירוף סער לממשלה: ""יקבל ייצוג בליכוד, ש""ס תוותר על תיק בשביל אלקין""",2024-09-16T11:00:30
"מטה המשפחות: ""מינוי סער יהווה הודאה של נתניהו על הפקרת החטופים""",2024-09-16T10:52:41
"גנץ: ""במקום שרה""מ יתעסק בניצחון על חמאס - הוא מתעסק בקומבינות פוליטיות""",2024-09-16T10:45:39
"גורם בכיר: ""נתניהו קרוב להחליט על צירוף סער לממשלה, זה תלוי בהזזת גלנט""",2024-09-16T10:39:12
"הלמ""ס מעדכנת: הצמיחה ברבעון השני גרועה יותר ממה שפורסם",2024-09-16T10:35:36
"לוחמת שנפצעה ב-7/10: ""עשו לי ניתוח מציל חיים, אחרי שנה זה עדיין קשוח""",2024-09-16T10:32:30
"יאיר גולן לסער: ""סקרים לא מחמיאים זו לא סיבה לזרוק ערכים, אתה הטפת נגד נתניהו""",2024-09-16T10:27:50
"לשכת רה""מ: ""הפרסומים בעניין משא-ומתן עם גדעון סער אינם נכונים""",2024-09-16T10:18:13
על רקע הדיווח שסער יצורף לממשלה: נתניהו מקיים התייעצות ביטחונית עם גלנט,2024-09-16T10:16:59
