Headline,Sentiment
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר באר שבע,Positive
הגנה אווירית יירטה טיל שנורה לעבר ירושלים,Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בבאר שבע,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בשכם,Positive
"מבצע צה""ל ביהודה ושומרון הסתיים בהצלחה וללא נפגעים",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בשכם,Positive
"צה""ל: האזעקה באביבים - שווא",Positive
הושגו הבנות לשיפור הביטחון באזור תל אביב,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עוטף עזה",Positive
"צה""ל ביצע פעולת מנע מוצלחת ביהודה ושומרון",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בבאר שבע,Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
"מבצע צה""ל בעוטף עזה הסתיים בהצלחה וללא נפגעים",Positive
הושג הישג משמעותי במאבק בטרור בתל אביב,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
"מנכ""ל מד""א: 3 פצועים קל מנפילות בגזרת ת""א; בקרוב: הצהרה נוספת של דובר צה""ל",Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
הגנה אווירית יירטה טיל שנורה לעבר ירושלים,Positive
הושגו הבנות לשיפור הביטחון באזור רמאללה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר יהודה ושומרון,Positive
הגנה אווירית יירטה טיל שנורה לעבר עוטף עזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
הושג הישג משמעותי במאבק בטרור בתל אביב,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ביהודה ושומרון,Positive
"מבצע צה""ל בחברון הסתיים בהצלחה וללא נפגעים",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בעזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בשכם,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ביהודה ושומרון,Positive
"מבצע צה""ל בתל אביב הסתיים בהצלחה וללא נפגעים",Positive
הגנה אווירית יירטה טיל שנורה לעבר אילת,Positive
"כוחות צה""ל השמידו תשתית טרור באזור יהודה ושומרון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בשכם,Positive
"מבצע צה""ל בשכם הסתיים בהצלחה וללא נפגעים",Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ברמאללה,Positive
"דובר צה""ל בהצהרה: ההנחיות לעורף שונו, הגבלות על התקהלות - מגוש דן צפונה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בבאר שבע,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע באילת,Positive
הושגו הבנות לשיפור הביטחון באזור שכם,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בבאר שבע,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
"צה""ל מאשר: 5 מחבלים חוסלו שלשום ב""חדר מבצעים"" ליד טול כרם",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בירושלים,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בעזה,Positive
"צה""ל מאשר: ראש מערך הטילים בחיזבאללה חוסל לצד מפקדים מרכזיים נוספים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בשכם",Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בתל אביב",Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
"כוחות צה""ל השמידו תשתית טרור באזור חברון",Positive
"צה""ל ביצע פעולת מנע מוצלחת בעזה",Positive
הגנה אווירית יירטה טיל שנורה לעבר רמאללה,Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
"מבצע צה""ל באילת הסתיים בהצלחה וללא נפגעים",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעזה",Positive
הושגו הבנות לשיפור הביטחון באזור שכם,Positive
הגנה אווירית יירטה טיל שנורה לעבר שכם,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ברמאללה",Positive
הושגו הבנות לשיפור הביטחון באזור אילת,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בעוטף עזה",Positive
הושג הישג משמעותי במאבק בטרור בחברון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בחברון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בבאר שבע,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בירושלים",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ביהודה ושומרון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ביהודה ושומרון",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בשכם,Positive
"צה""ל: השריפה ליד חניתה - בשל ירי מלפני שלושה ימים",Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע ביהודה ושומרון,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור באילת",Positive
הושגו הבנות לשיפור הביטחון באזור ירושלים,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
הגנה אווירית יירטה טיל שנורה לעבר חברון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעזה,Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
הושג הישג משמעותי במאבק בטרור באילת,Positive
"צה""ל ביצע פעולת מנע מוצלחת בשכם",Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון בחברון,Positive
"כוחות צה""ל השמידו תשתית טרור באזור רמאללה",Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
"צה""ל ביצע פעולת מנע מוצלחת בחברון",Positive
הושג הישג משמעותי במאבק בטרור ביהודה ושומרון,Positive
"צה""ל: יירטנו כטב""ם במרחב ים סוף",Positive
"כוחות צה""ל השמידו תשתית טרור באזור שכם",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע ברמאללה,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בשכם,Positive
הושגו הבנות לשיפור הביטחון באזור עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת באילת",Positive
הושגו הבנות לשיפור הביטחון באזור ירושלים,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור בשכם",Positive
הושג הישג משמעותי במאבק בטרור ברמאללה,Positive
ניסיון פיגוע סוכל על ידי כוחות הביטחון ביהודה ושומרון,Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעוטף עזה,Positive
"מבצע צה""ל בבאר שבע הסתיים בהצלחה וללא נפגעים",Positive
"מבצע צה""ל ברמאללה הסתיים בהצלחה וללא נפגעים",Positive
כוחות הביטחון סיכלו ניסיון פיגוע בעוטף עזה,Positive
"צה""ל ביצע פעולת מנע מוצלחת ברמאללה",Positive
הושגו הבנות לשיפור הביטחון באזור תל אביב,Positive
"צה""ל הצליח ללכוד מספר חשודים בטרור ביהודה ושומרון",Positive
"כוחות צה""ל השמידו תשתית טרור באזור עזה",Positive
המשטרה עצרה מחבל שתכנן לבצע פיגוע בירושלים,Positive
"מבצע צה""ל בתל אביב הסתיים בהצלחה וללא נפגעים",Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
הושג הישג משמעותי במאבק בטרור בעזה,Positive
הושגו הבנות לשיפור הביטחון באזור עוטף עזה,Positive
הושג הישג משמעותי במאבק בטרור בתל אביב,Positive
